Functional Family, Cluster, Starting Index, Length, Levenshtein Distance Similarity, K-mer Similarity, Further Comparison
2.60.120.40.FF2597, 2.60.120.40.FF2597/a, 29, 0, 23, 0, False
2.60.120.40.FF2600, 2.60.120.40.FF2600/a, 56, 0, 20, 0, False
2.60.120.40.FF2598, 2.60.120.40.FF2598/a, 19, 0, 25, 0, False
2.60.120.40.FF2614, 2.60.120.40.FF2614/a, 65, 0, 39, 0, False
2.60.120.40.FF270, 2.60.120.40.FF270/a, 8, 0, 17, 0, False
2.60.120.40.FF282, 2.60.120.40.FF282/a, 106, 0, 17, 0, False
2.60.120.40.FF332, 2.60.120.40.FF332/a, 42, 0, 32, 0, False
2.60.120.40.FF447, 2.60.120.40.FF447/a, 26, 0, 17, 0, False
2.60.120.40.FF472, 2.60.120.40.FF472/a, 68, 0, 19, 0, False
2.60.120.40.FF501, 2.60.120.40.FF501/a, 60, 0, 19, 0, False
2.60.120.40.FF52, 2.60.120.40.FF52/a, 22, 0, 16, 0, False
2.60.120.40.FF734, 2.60.120.40.FF734/a, 61, 0, 15, 0, False
2.60.120.420.FF2, 2.60.120.420.FF2/a, 51, 0, 18, 0, False
2.60.120.430.FF101, 2.60.120.430.FF101/a, 37, 0, 19, 0, False
2.60.120.40.FF736, 2.60.120.40.FF736/a, 70, 0, 18, 0, False
2.60.120.40.FF775, 2.60.120.40.FF775/a, 111, 0, 16, 0, False
2.60.120.400.FF77, 2.60.120.400.FF77/a, 73, 0, 16, 0, False
2.60.120.430.FF1024, 2.60.120.430.FF1024/a, 43, 0, 17, 0, False
2.60.120.430.FF1374, 2.60.120.430.FF1374/a, 34, 0, 17, 0, False
2.60.120.430.FF1491, 2.60.120.430.FF1491/a, 49, 0, 17, 0, False
2.60.120.430.FF1672, 2.60.120.430.FF1672/a, 69, 0, 18, 0, False
2.60.120.430.FF3801, 2.60.120.430.FF3801/a, 87, 0, 17, 0, False
2.60.120.430.FF3805, 2.60.120.430.FF3805/a, 45, 0, 16, 0, False
2.60.120.430.FF3808, 2.60.120.430.FF3808/a, 62, 0, 18, 0, False
2.60.120.430.FF3811, 2.60.120.430.FF3811/a, 55, 0, 17, 0, False
2.60.120.430.FF220, 2.60.120.430.FF220/a, 11, 0, 16, 0, False
2.60.120.430.FF258, 2.60.120.430.FF258/a, 20, 0, 15, 0, False
2.60.120.430.FF2610, 2.60.120.430.FF2610/a, 26, 0, 18, 0, False
2.60.120.430.FF3825, 2.60.120.430.FF3825/a, 114, 0, 17, 0, False
2.60.120.430.FF3804, 2.60.120.430.FF3804/a, 47, 0, 20, 0, False
2.60.120.430.FF3809, 2.60.120.430.FF3809/a, 5, 0, 22, 0, False
2.60.120.430.FF3858, 2.60.120.430.FF3858/a, 10, 0, 38, 0, False
2.60.120.430.FF3863, 2.60.120.430.FF3863/a, 22, 0, 22, 0, False
2.60.120.430.FF3892, 2.60.120.430.FF3892/a, 0, 0, 16, 0, False
2.60.120.430.FF3921, 2.60.120.430.FF3921/a, 12, 0, 36, 0, False
2.60.120.430.FF459, 2.60.120.430.FF459/a, 45, 0, 16, 0, False
2.60.120.430.FF3913, 2.60.120.430.FF3913/a, 32, 0, 38, 0, False
2.60.120.430.FF3926, 2.60.120.430.FF3926/a, 11, 0, 18, 0, False
2.60.120.430.FF3935, 2.60.120.430.FF3935/a, 47, 0, 14, 0, False
2.60.120.430.FF3920, 2.60.120.430.FF3920/a, 32, 0, 40, 0, False
2.60.120.430.FF542, 2.60.120.430.FF542/a, 21, 0, 18, 0, False
2.60.120.430.FF626, 2.60.120.430.FF626/a, 46, 0, 18, 0, False
2.60.120.460.FF1160, 2.60.120.460.FF1160/a, 115, 0, 18, 0, False
2.60.120.460.FF1162, 2.60.120.460.FF1162/a, 53, 0, 16, 0, False
2.60.120.480.FF480, 2.60.120.480.FF480/a, 45, 0, 36, 0, False
2.60.120.480.FF482, 2.60.120.480.FF482/a, 23, 0, 16, 0, False
2.60.120.470.FF311, 2.60.120.470.FF311/a, 42, 0, 44, 0, False
2.60.120.520.FF366, 2.60.120.520.FF366/a, 50, 0, 19, 0, False
2.60.120.550.FF1964, 2.60.120.550.FF1964/a, 113, 0, 20, 0, False
2.60.120.560.FF1252, 2.60.120.560.FF1252/a, 43, 0, 20, 0, False
2.60.120.560.FF1308, 2.60.120.560.FF1308/a, 45, 0, 16, 0, False
2.60.120.560.FF2495, 2.60.120.560.FF2495/a, 42, 0, 18, 0, False
2.60.120.560.FF1351, 2.60.120.560.FF1351/a, 44, 0, 17, 0, False
2.60.120.560.FF3047, 2.60.120.560.FF3047/a, 132, 0, 17, 0, False
2.60.120.560.FF3180, 2.60.120.560.FF3180/a, 40, 0, 29, 0, False
2.60.120.560.FF3186, 2.60.120.560.FF3186/a, 32, 0, 19, 0, False
2.60.120.560.FF3190, 2.60.120.560.FF3190/a, 7, 0, 22, 0, False
2.60.120.560.FF3193, 2.60.120.560.FF3193/a, 30, 0, 15, 0, False
2.60.120.560.FF3212, 2.60.120.560.FF3212/a, 51, 0, 32, 0, False
2.60.120.580.FF1109, 2.60.120.580.FF1109/a, 78, 0, 24, 0, False
2.60.120.590.FF2164, 2.60.120.590.FF2164/a, 94, 0, 15, 0, False
2.60.120.590.FF2389, 2.60.120.590.FF2389/a, 15, 0, 18, 0, False
2.60.120.560.FF3213, 2.60.120.560.FF3213/a, 128, 0, 14, 0, False
2.60.120.580.FF1113, 2.60.120.580.FF1113/a, 186, 0, 30, 0, False
2.60.120.590.FF1895, 2.60.120.590.FF1895/a, 78, 0, 16, 0, False
2.60.120.590.FF2390, 2.60.120.590.FF2390/a, 36, 0, 20, 0, False
2.60.120.590.FF2394, 2.60.120.590.FF2394/a, 31, 0, 19, 0, False
2.60.120.590.FF2393, 2.60.120.590.FF2393/a, 143, 0, 55, 0, False
2.60.120.590.FF2398, 2.60.120.590.FF2398/a, 7, 0, 23, 0, False
2.60.120.590.FF617, 2.60.120.590.FF617/a, 21, 0, 18, 0, False
2.60.120.590.FF777, 2.60.120.590.FF777/a, 34, 0, 17, 0, False
2.60.120.590.FF2409, 2.60.120.590.FF2409/a, 0, 0, 32, 0, False
2.60.120.590.FF2420, 2.60.120.590.FF2420/a, 11, 0, 32, 0, False
2.60.120.590.FF934, 2.60.120.590.FF934/a, 31, 0, 18, 0, False
2.60.120.610.FF167, 2.60.120.610.FF167/a, 39, 0, 18, 0, False
2.60.120.620.FF1544, 2.60.120.620.FF1544/a, 2, 0, 16, 0, False
2.60.120.620.FF2793, 2.60.120.620.FF2793/a, 0, 0, 18, 0, False
2.60.120.590.FF2425, 2.60.120.590.FF2425/a, 0, 0, 33, 0, False
2.60.120.610.FF164, 2.60.120.610.FF164/a, 47, 0, 16, 0, False
2.60.120.620.FF2280, 2.60.120.620.FF2280/a, 33, 0, 17, 0, False
2.60.120.620.FF5785, 2.60.120.620.FF5785/a, 111, 0, 16, 0, False
2.60.120.620.FF3117, 2.60.120.620.FF3117/a, 71, 0, 18, 0, False
2.60.120.620.FF3624, 2.60.120.620.FF3624/a, 78, 0, 18, 0, False
2.60.120.620.FF7021, 2.60.120.620.FF7021/a, 109, 0, 29, 0, False
2.60.40.10.FF133024, 2.60.40.10.FF133024/a, 75, 0, 18, 0, False
2.60.40.10.FF133033, 2.60.40.10.FF133033/a, 34, 0, 17, 0, False
2.60.40.10.FF133040, 2.60.40.10.FF133040/a, 125, 0, 18, 0, False
2.60.40.10.FF133069, 2.60.40.10.FF133069/a, 15, 0, 24, 0, False
2.60.40.10.FF133077, 2.60.40.10.FF133077/a, 18, 0, 17, 0, False
2.60.40.10.FF133083, 2.60.40.10.FF133083/a, 22, 0, 19, 0, False
2.60.40.10.FF133051, 2.60.40.10.FF133051/a, 10, 0, 17, 0, False
2.60.40.10.FF133067, 2.60.40.10.FF133067/a, 6, 0, 19, 0, False
2.60.40.10.FF133088, 2.60.40.10.FF133088/a, 98, 0, 16, 0, False
2.60.40.10.FF133086, 2.60.40.10.FF133086/a, 15, 0, 22, 0, False
2.60.40.10.FF133102, 2.60.40.10.FF133102/a, 41, 0, 22, 0, False
2.60.40.10.FF133114, 2.60.40.10.FF133114/a, 37, 0, 43, 0, False
2.60.40.10.FF133103, 2.60.40.10.FF133103/a, 114, 0, 20, 0, False
2.60.40.10.FF133107, 2.60.40.10.FF133107/a, 0, 0, 21, 0, False
2.60.40.10.FF133117, 2.60.40.10.FF133117/a, 37, 0, 34, 0, False
2.60.40.10.FF133124, 2.60.40.10.FF133124/a, 97, 0, 20, 0, False
2.60.40.10.FF133162, 2.60.40.10.FF133162/a, 70, 0, 17, 0, False
2.60.40.10.FF133126, 2.60.40.10.FF133126/a, 31, 0, 33, 0, False
2.60.40.10.FF133131, 2.60.40.10.FF133131/a, 39, 0, 19, 0, False
2.60.40.10.FF133135, 2.60.40.10.FF133135/a, 34, 0, 20, 0, False
2.60.40.10.FF133140, 2.60.40.10.FF133140/a, 38, 0, 21, 0, False
2.60.40.10.FF133143, 2.60.40.10.FF133143/a, 48, 0, 17, 0, False
2.60.40.10.FF133156, 2.60.40.10.FF133156/a, 112, 0, 16, 0, False
2.60.40.10.FF133171, 2.60.40.10.FF133171/a, 139, 0, 24, 0, False
2.60.40.10.FF133178, 2.60.40.10.FF133178/a, 157, 0, 17, 0, False
2.60.40.10.FF133179, 2.60.40.10.FF133179/a, 45, 0, 20, 0, False
2.60.40.10.FF133185, 2.60.40.10.FF133185/a, 134, 0, 23, 0, False
2.60.40.10.FF133206, 2.60.40.10.FF133206/a, 137, 0, 17, 0, False
2.60.40.10.FF133225, 2.60.40.10.FF133225/a, 19, 0, 17, 0, False
2.60.40.10.FF133173, 2.60.40.10.FF133173/a, 102, 0, 32, 0, False
2.60.40.10.FF133181, 2.60.40.10.FF133181/a, 48, 0, 22, 0, False
2.60.40.10.FF133196, 2.60.40.10.FF133196/a, 66, 0, 21, 0, False
2.60.40.10.FF133212, 2.60.40.10.FF133212/a, 142, 0, 20, 0, False
2.60.40.10.FF133229, 2.60.40.10.FF133229/a, 136, 0, 22, 0, False
2.60.40.10.FF133252, 2.60.40.10.FF133252/a, 102, 0, 19, 0, False
2.60.40.10.FF133222, 2.60.40.10.FF133222/a, 86, 0, 19, 0, False
2.60.40.10.FF133253, 2.60.40.10.FF133253/a, 34, 0, 16, 0, False
2.60.40.10.FF133260, 2.60.40.10.FF133260/a, 30, 0, 17, 0, False
2.60.40.10.FF133268, 2.60.40.10.FF133268/a, 132, 0, 18, 0, False
2.60.40.10.FF133274, 2.60.40.10.FF133274/a, 32, 0, 20, 0, False
2.60.40.10.FF133288, 2.60.40.10.FF133288/a, 149, 0, 30, 0, False
2.60.40.10.FF133301, 2.60.40.10.FF133301/a, 161, 0, 19, 0, False
2.60.40.10.FF133322, 2.60.40.10.FF133322/a, 33, 0, 21, 0, False
2.60.40.10.FF133317, 2.60.40.10.FF133317/a, 14, 0, 20, 0, False
2.60.40.10.FF133319, 2.60.40.10.FF133319/a, 37, 0, 50, 0, False
2.60.40.10.FF133330, 2.60.40.10.FF133330/a, 4, 0, 19, 0, False
2.60.40.10.FF133342, 2.60.40.10.FF133342/a, 135, 0, 16, 0, False
2.60.40.10.FF133386, 2.60.40.10.FF133386/a, 108, 0, 26, 0, False
2.60.40.10.FF133391, 2.60.40.10.FF133391/a, 126, 0, 19, 0, False
2.60.40.10.FF133345, 2.60.40.10.FF133345/a, 75, 0, 33, 0, False
2.60.40.10.FF133397, 2.60.40.10.FF133397/a, 12, 0, 18, 0, False
2.60.40.10.FF133398, 2.60.40.10.FF133398/a, 78, 0, 19, 0, False
2.60.40.10.FF133375, 2.60.40.10.FF133375/a, 85, 0, 24, 0, False
2.60.40.10.FF133388, 2.60.40.10.FF133388/a, 39, 0, 20, 0, False
2.60.40.10.FF133408, 2.60.40.10.FF133408/a, 90, 0, 22, 0, False
2.60.40.10.FF133410, 2.60.40.10.FF133410/a, 1, 0, 20, 0, False
2.60.40.10.FF133402, 2.60.40.10.FF133402/a, 44, 0, 23, 0, False
2.60.40.10.FF133416, 2.60.40.10.FF133416/a, 86, 0, 19, 0, False
2.60.40.10.FF133423, 2.60.40.10.FF133423/a, 140, 0, 26, 0, False
2.60.40.10.FF133426, 2.60.40.10.FF133426/a, 45, 0, 24, 0, False
2.60.40.10.FF133452, 2.60.40.10.FF133452/a, 39, 0, 30, 0, False
2.60.40.10.FF133454, 2.60.40.10.FF133454/a, 42, 0, 23, 0, False
2.60.40.10.FF133465, 2.60.40.10.FF133465/a, 107, 0, 17, 0, False
2.60.40.10.FF133470, 2.60.40.10.FF133470/a, 22, 0, 22, 0, False
2.60.40.10.FF133474, 2.60.40.10.FF133474/a, 85, 0, 37, 0, False
2.60.40.10.FF133478, 2.60.40.10.FF133478/a, 17, 0, 19, 0, False
2.60.40.10.FF133475, 2.60.40.10.FF133475/a, 153, 0, 18, 0, False
2.60.40.10.FF133479, 2.60.40.10.FF133479/a, 45, 0, 19, 0, False
2.60.40.10.FF133492, 2.60.40.10.FF133492/a, 89, 0, 27, 0, False
2.60.40.10.FF133499, 2.60.40.10.FF133499/a, 75, 0, 20, 0, False
2.60.40.10.FF133509, 2.60.40.10.FF133509/a, 39, 0, 22, 0, False
2.60.40.10.FF133527, 2.60.40.10.FF133527/a, 70, 0, 20, 0, False
2.60.40.10.FF133529, 2.60.40.10.FF133529/a, 20, 0, 20, 0, False
2.60.40.10.FF133530, 2.60.40.10.FF133530/a, 105, 0, 19, 0, False
2.60.40.10.FF133532, 2.60.40.10.FF133532/a, 101, 0, 28, 0, False
2.60.40.10.FF133539, 2.60.40.10.FF133539/a, 12, 0, 16, 0, False
2.60.40.10.FF133540, 2.60.40.10.FF133540/a, 8, 0, 19, 0, False
2.60.40.10.FF133546, 2.60.40.10.FF133546/a, 130, 0, 28, 0, False
2.60.40.10.FF133552, 2.60.40.10.FF133552/a, 13, 0, 17, 0, False
2.60.40.10.FF133570, 2.60.40.10.FF133570/a, 51, 0, 19, 0, False
2.60.40.10.FF133575, 2.60.40.10.FF133575/a, 127, 0, 19, 0, False
2.60.40.10.FF133577, 2.60.40.10.FF133577/a, 47, 0, 21, 0, False
2.60.40.10.FF133542, 2.60.40.10.FF133542/a, 63, 0, 17, 0, False
2.60.40.10.FF133551, 2.60.40.10.FF133551/a, 0, 0, 22, 0, False
2.60.40.10.FF133566, 2.60.40.10.FF133566/a, 55, 0, 18, 0, False
2.60.40.10.FF133580, 2.60.40.10.FF133580/a, 132, 0, 16, 0, False
2.60.40.10.FF133598, 2.60.40.10.FF133598/a, 104, 0, 20, 0, False
2.60.40.10.FF133600, 2.60.40.10.FF133600/a, 159, 0, 24, 0, False
2.60.40.10.FF133572, 2.60.40.10.FF133572/a, 6, 0, 25, 0, False
2.60.40.10.FF133581, 2.60.40.10.FF133581/a, 102, 0, 29, 0, False
2.60.40.10.FF133583, 2.60.40.10.FF133583/a, 16, 0, 18, 0, False
2.60.40.10.FF133594, 2.60.40.10.FF133594/a, 108, 0, 20, 0, False
2.60.40.10.FF133595, 2.60.40.10.FF133595/a, 64, 0, 21, 0, False
2.60.40.10.FF133607, 2.60.40.10.FF133607/a, 37, 0, 20, 0, False
2.60.40.10.FF133613, 2.60.40.10.FF133613/a, 13, 0, 21, 0, False
2.60.40.10.FF133623, 2.60.40.10.FF133623/a, 116, 0, 20, 0, False
2.60.40.10.FF133626, 2.60.40.10.FF133626/a, 106, 0, 20, 0, False
2.60.40.10.FF133627, 2.60.40.10.FF133627/a, 138, 0, 20, 0, False
2.60.40.10.FF133631, 2.60.40.10.FF133631/a, 141, 0, 20, 0, False
2.60.40.10.FF133639, 2.60.40.10.FF133639/a, 99, 0, 24, 0, False
2.60.40.10.FF133651, 2.60.40.10.FF133651/a, 36, 0, 19, 0, False
2.60.40.10.FF133656, 2.60.40.10.FF133656/a, 22, 0, 19, 0, False
2.60.40.10.FF133662, 2.60.40.10.FF133662/a, 134, 0, 18, 0, False
2.60.40.10.FF133664, 2.60.40.10.FF133664/a, 40, 0, 49, 0, False
2.60.40.10.FF133674, 2.60.40.10.FF133674/a, 48, 0, 20, 0, False
2.60.40.10.FF133708, 2.60.40.10.FF133708/a, 124, 0, 17, 0, False
2.60.40.10.FF133726, 2.60.40.10.FF133726/a, 137, 0, 24, 0, False
2.60.40.10.FF133733, 2.60.40.10.FF133733/a, 91, 0, 20, 0, False
2.60.40.10.FF133684, 2.60.40.10.FF133684/a, 138, 0, 27, 0, False
2.60.40.10.FF133691, 2.60.40.10.FF133691/a, 73, 0, 17, 0, False
2.60.40.10.FF133700, 2.60.40.10.FF133700/a, 24, 0, 16, 0, False
2.60.40.10.FF133704, 2.60.40.10.FF133704/a, 16, 0, 25, 0, False
2.60.40.10.FF133727, 2.60.40.10.FF133727/a, 39, 0, 20, 0, False
2.60.40.10.FF133730, 2.60.40.10.FF133730/a, 22, 0, 25, 0, False
2.60.40.10.FF133744, 2.60.40.10.FF133744/a, 38, 0, 16, 0, False
2.60.40.10.FF133747, 2.60.40.10.FF133747/a, 41, 0, 18, 0, False
2.60.40.10.FF133757, 2.60.40.10.FF133757/a, 1, 0, 17, 0, False
2.60.40.10.FF133769, 2.60.40.10.FF133769/a, 143, 0, 18, 0, False
2.60.40.10.FF133751, 2.60.40.10.FF133751/a, 148, 0, 22, 0, False
2.60.40.10.FF133777, 2.60.40.10.FF133777/a, 19, 0, 18, 0, False
2.60.40.10.FF133778, 2.60.40.10.FF133778/a, 16, 0, 23, 0, False
2.60.40.10.FF133781, 2.60.40.10.FF133781/a, 29, 0, 15, 0, False
2.60.40.10.FF133782, 2.60.40.10.FF133782/a, 109, 0, 18, 0, False
2.60.40.10.FF133792, 2.60.40.10.FF133792/a, 106, 0, 20, 0, False
2.60.40.10.FF133789, 2.60.40.10.FF133789/a, 106, 0, 20, 0, False
2.60.40.10.FF133793, 2.60.40.10.FF133793/a, 29, 0, 20, 0, False
2.60.40.10.FF133805, 2.60.40.10.FF133805/a, 175, 0, 19, 0, False
2.60.40.10.FF133806, 2.60.40.10.FF133806/a, 79, 0, 19, 0, False
2.60.40.10.FF48457, 2.60.40.10.FF48457/a, 61, 0, 20, 0, False
2.60.40.10.FF48502, 2.60.40.10.FF48502/a, 114, 0, 21, 0, False
2.60.40.10.FF48579, 2.60.40.10.FF48579/a, 37, 0, 19, 0, False
2.60.40.10.FF48602, 2.60.40.10.FF48602/a, 33, 0, 18, 0, False
2.60.40.10.FF48529, 2.60.40.10.FF48529/a, 117, 0, 19, 0, False
2.60.40.10.FF48601, 2.60.40.10.FF48601/a, 28, 0, 19, 0, False
2.60.40.10.FF4882, 2.60.40.10.FF4882/a, 66, 0, 17, 0, False
2.60.40.10.FF48812, 2.60.40.10.FF48812/a, 52, 0, 16, 0, False
2.60.40.10.FF48903, 2.60.40.10.FF48903/a, 118, 0, 19, 0, False
2.60.40.10.FF48829, 2.60.40.10.FF48829/a, 41, 0, 20, 0, False
2.60.40.10.FF48933, 2.60.40.10.FF48933/a, 43, 0, 20, 0, False
2.60.40.10.FF49108, 2.60.40.10.FF49108/a, 14, 0, 21, 0, False
2.60.40.10.FF50164, 2.60.40.10.FF50164/a, 117, 0, 20, 0, False
2.60.40.10.FF50397, 2.60.40.10.FF50397/a, 2, 0, 19, 0, False
2.60.40.10.FF48938, 2.60.40.10.FF48938/a, 35, 0, 23, 0, False
2.60.40.10.FF49211, 2.60.40.10.FF49211/a, 81, 0, 18, 0, False
2.60.40.10.FF49310, 2.60.40.10.FF49310/a, 0, 0, 19, 0, False
2.60.40.10.FF49477, 2.60.40.10.FF49477/a, 127, 0, 23, 0, False
2.60.40.10.FF49659, 2.60.40.10.FF49659/a, 2, 0, 21, 0, False
2.60.40.10.FF4980, 2.60.40.10.FF4980/a, 32, 0, 21, 0, False
2.60.40.10.FF50139, 2.60.40.10.FF50139/a, 60, 0, 20, 0, False
2.60.40.10.FF50332, 2.60.40.10.FF50332/a, 69, 0, 39, 0, False
2.60.40.10.FF50652, 2.60.40.10.FF50652/a, 41, 0, 20, 0, False
2.60.40.10.FF50674, 2.60.40.10.FF50674/a, 38, 0, 19, 0, False
2.60.40.10.FF51095, 2.60.40.10.FF51095/a, 0, 0, 21, 0, False
2.60.40.10.FF51101, 2.60.40.10.FF51101/a, 39, 0, 17, 0, False
2.60.40.10.FF51115, 2.60.40.10.FF51115/a, 37, 0, 17, 0, False
2.60.40.10.FF51125, 2.60.40.10.FF51125/a, 35, 0, 19, 0, False
2.60.40.10.FF51128, 2.60.40.10.FF51128/a, 139, 0, 18, 0, False
2.60.40.10.FF51129, 2.60.40.10.FF51129/a, 8, 0, 18, 0, False
2.60.40.10.FF51167, 2.60.40.10.FF51167/a, 12, 0, 17, 0, False
2.60.40.10.FF51234, 2.60.40.10.FF51234/a, 6, 0, 21, 0, False
2.60.40.10.FF51242, 2.60.40.10.FF51242/a, 39, 0, 18, 0, False
2.60.40.10.FF50735, 2.60.40.10.FF50735/a, 128, 0, 19, 0, False
2.60.40.10.FF50769, 2.60.40.10.FF50769/a, 24, 0, 18, 0, False
2.60.40.10.FF51093, 2.60.40.10.FF51093/a, 127, 0, 17, 0, False
2.60.40.10.FF51123, 2.60.40.10.FF51123/a, 32, 0, 18, 0, False
2.60.40.10.FF51124, 2.60.40.10.FF51124/a, 0, 0, 27, 0, False
2.60.40.10.FF51126, 2.60.40.10.FF51126/a, 98, 0, 18, 0, False
2.60.40.10.FF51127, 2.60.40.10.FF51127/a, 36, 0, 18, 0, False
2.60.40.10.FF51134, 2.60.40.10.FF51134/a, 7, 0, 21, 0, False
2.60.40.10.FF51136, 2.60.40.10.FF51136/a, 40, 0, 19, 0, False
2.60.40.10.FF51161, 2.60.40.10.FF51161/a, 103, 0, 21, 0, False
2.60.40.10.FF51197, 2.60.40.10.FF51197/a, 24, 0, 17, 0, False
2.60.40.10.FF51198, 2.60.40.10.FF51198/a, 59, 0, 17, 0, False
2.60.40.10.FF51213, 2.60.40.10.FF51213/a, 65, 0, 17, 0, False
2.60.40.10.FF51243, 2.60.40.10.FF51243/a, 103, 0, 20, 0, False
2.60.40.10.FF51246, 2.60.40.10.FF51246/a, 10, 0, 29, 0, False
2.60.40.10.FF51362, 2.60.40.10.FF51362/a, 104, 0, 16, 0, False
2.60.40.10.FF51364, 2.60.40.10.FF51364/a, 5, 0, 20, 0, False
2.60.40.10.FF51378, 2.60.40.10.FF51378/a, 112, 0, 18, 0, False
2.60.40.10.FF51380, 2.60.40.10.FF51380/a, 37, 0, 20, 0, False
2.60.40.10.FF51429, 2.60.40.10.FF51429/a, 18, 0, 17, 0, False
2.60.40.10.FF51430, 2.60.40.10.FF51430/a, 20, 0, 18, 0, False
2.60.40.10.FF51453, 2.60.40.10.FF51453/a, 35, 0, 22, 0, False
2.60.40.10.FF51481, 2.60.40.10.FF51481/a, 127, 0, 21, 0, False
2.60.40.10.FF51504, 2.60.40.10.FF51504/a, 99, 0, 18, 0, False
2.60.40.10.FF51551, 2.60.40.10.FF51551/a, 27, 0, 19, 0, False
2.60.40.10.FF51606, 2.60.40.10.FF51606/a, 111, 0, 17, 0, False
2.60.40.10.FF51535, 2.60.40.10.FF51535/a, 138, 0, 18, 0, False
2.60.40.10.FF51699, 2.60.40.10.FF51699/a, 156, 0, 17, 0, False
2.60.40.10.FF5172, 2.60.40.10.FF5172/a, 28, 0, 39, 0, False
2.60.40.10.FF5171, 2.60.40.10.FF5171/a, 3, 0, 15, 0, False
2.60.40.10.FF5178, 2.60.40.10.FF5178/a, 4, 0, 19, 0, False
2.60.40.10.FF51819, 2.60.40.10.FF51819/a, 56, 0, 20, 0, False
2.60.40.10.FF51936, 2.60.40.10.FF51936/a, 79, 0, 18, 0, False
2.60.40.10.FF51968, 2.60.40.10.FF51968/a, 126, 0, 21, 0, False
2.60.40.10.FF51992, 2.60.40.10.FF51992/a, 43, 0, 21, 0, False
2.60.40.10.FF51999, 2.60.40.10.FF51999/a, 40, 0, 18, 0, False
2.60.40.10.FF52178, 2.60.40.10.FF52178/a, 162, 0, 18, 0, False
2.60.40.10.FF52333, 2.60.40.10.FF52333/a, 58, 0, 40, 0, False
2.60.40.10.FF52469, 2.60.40.10.FF52469/a, 35, 0, 20, 0, False
2.60.40.10.FF521, 2.60.40.10.FF521/a, 101, 0, 21, 0, False
2.60.40.10.FF52375, 2.60.40.10.FF52375/a, 142, 0, 18, 0, False
2.60.40.10.FF53145, 2.60.40.10.FF53145/a, 35, 0, 19, 0, False
2.60.40.10.FF526, 2.60.40.10.FF526/a, 34, 0, 18, 0, False
2.60.40.10.FF53173, 2.60.40.10.FF53173/a, 66, 0, 18, 0, False
2.60.40.10.FF53207, 2.60.40.10.FF53207/a, 38, 0, 22, 0, False
2.60.40.10.FF53340, 2.60.40.10.FF53340/a, 96, 0, 21, 0, False
2.60.40.10.FF53392, 2.60.40.10.FF53392/a, 44, 0, 17, 0, False
2.60.40.10.FF53541, 2.60.40.10.FF53541/a, 131, 0, 19, 0, False
2.60.40.10.FF53576, 2.60.40.10.FF53576/a, 37, 0, 19, 0, False
2.60.40.10.FF54029, 2.60.40.10.FF54029/a, 25, 0, 20, 0, False
2.60.40.10.FF53736, 2.60.40.10.FF53736/a, 5, 0, 30, 0, False
2.60.40.10.FF53843, 2.60.40.10.FF53843/a, 174, 0, 29, 0, False
2.60.40.10.FF54179, 2.60.40.10.FF54179/a, 32, 0, 20, 0, False
2.60.40.10.FF54183, 2.60.40.10.FF54183/a, 9, 0, 19, 0, False
2.60.40.10.FF54184, 2.60.40.10.FF54184/a, 113, 0, 19, 0, False
2.60.40.10.FF54214, 2.60.40.10.FF54214/a, 12, 0, 18, 0, False
2.60.40.10.FF54056, 2.60.40.10.FF54056/a, 42, 0, 19, 0, False
2.60.40.10.FF54084, 2.60.40.10.FF54084/a, 23, 0, 40, 0, False
2.60.40.10.FF54140, 2.60.40.10.FF54140/a, 97, 0, 21, 0, False
2.60.40.10.FF54166, 2.60.40.10.FF54166/a, 39, 0, 18, 0, False
2.60.40.10.FF54175, 2.60.40.10.FF54175/a, 145, 0, 18, 0, False
2.60.40.10.FF54178, 2.60.40.10.FF54178/a, 66, 0, 19, 0, False
2.60.40.10.FF54180, 2.60.40.10.FF54180/a, 120, 0, 20, 0, False
2.60.40.10.FF54206, 2.60.40.10.FF54206/a, 49, 0, 20, 0, False
2.60.40.10.FF54219, 2.60.40.10.FF54219/a, 144, 0, 25, 0, False
2.60.40.10.FF54225, 2.60.40.10.FF54225/a, 74, 0, 19, 0, False
2.60.40.10.FF54253, 2.60.40.10.FF54253/a, 38, 0, 19, 0, False
2.60.40.10.FF54275, 2.60.40.10.FF54275/a, 67, 0, 19, 0, False
2.60.40.10.FF54335, 2.60.40.10.FF54335/a, 111, 0, 18, 0, False
2.60.40.10.FF54447, 2.60.40.10.FF54447/a, 60, 0, 21, 0, False
2.60.40.10.FF54477, 2.60.40.10.FF54477/a, 2, 0, 19, 0, False
2.60.40.10.FF54341, 2.60.40.10.FF54341/a, 20, 0, 20, 0, False
2.60.40.10.FF54384, 2.60.40.10.FF54384/a, 121, 0, 20, 0, False
2.60.40.10.FF54485, 2.60.40.10.FF54485/a, 10, 0, 19, 0, False
2.60.40.10.FF54525, 2.60.40.10.FF54525/a, 4, 0, 20, 0, False
2.60.40.10.FF54601, 2.60.40.10.FF54601/a, 39, 0, 20, 0, False
2.60.40.10.FF54620, 2.60.40.10.FF54620/a, 35, 0, 19, 0, False
2.60.40.10.FF54486, 2.60.40.10.FF54486/a, 31, 0, 19, 0, False
2.60.40.10.FF54707, 2.60.40.10.FF54707/a, 117, 0, 19, 0, False
2.60.40.10.FF54992, 2.60.40.10.FF54992/a, 116, 0, 21, 0, False
